address,tokens
0xf0d49cff005d03312934ce027e30f4a84143d5af53623b30036e7dac1510c218,2497721636485663
0xa651c7c52d64a2014379902bbc92439d196499bcc36d94ff0395aa45837c66db,2311343412379930
0xcfb4330556f9e4d3283a944d4c1763113cee40143182e8d874437368bd1b33ba,2090879405774470
0x0b3b1719eece4c1bbb074115df8886a133ea863127c77c9f0a5ed5161a4a4393,1969691516693517
0x9c721c79ee082aafcdd99b1a71a833accdc48dba1a9a1bc5b5f8cc47ff7d49c0,1968297940552109
0x0ab4a80ccc772691cb03e3ee8d22b5c13acc92472dd4a19987c1aade2691404a,1866735129385945
0x346361873c235e1a300fd67a2e8b7bd1ea3744001b2e0d1942317c4c8521f5dd,1775592735638159
0x9bfd93ebaa1efd65515642942a607eeca53a0188c04c21ced646d2f0b9f551e8,1733995166234327
0x30e2f4236a88d2201b9bc27365d8516ab9cb3b53d82cee8c76369a3a01cef6ec,1656117134343767
0x2784eb9f3b368be1db73256336014a01c02b1b06ab01df7387bb8945ca73045e,1519230040874233
0xb43fe1ef756cae4fefea16dad049fb0760b7d8593ace12527e302520d934d0d7,1519229968494290
0xdb5247f859ce63dbe8940cf8773be722a60dcc594a8be9aca4b76abceb251b8e,1483680504557480
0x0324df1e27c4129a58d73851ae0e9366064dc666a73e747051e203694a4cb257,1380211885327945
0x0d7b10a9ddee853b3585dd1efd4902ab3ad4f482b94425a3780cc39e79e6d398,1339373798880135
0x2367d4d22503e28e48c44e38237961f37896f6868c96dc7800203d261a45e5b4,1318584407122017
0x2ded75e99c6efbe143a9648a3e88ebf9d0cf249b2af44d510bdd0287e8adcc79,1264162894465792
0xc32f662cd9718f02d8a8e5628f8f642fa27cd9b5f457b406ed734901a4939e34,1168592297799762
0xf1f6f780321e7259d0feeef98745da7f766eace664c43325779302b2724c8692,1104390577956350
0x3edbf3e6444054c2a5a391221c9023882d0b2478576c445923a39b3bd0cde0a3,1083429197552995
0x33f0c333f6fcb9d1ef54d54093f0482b31bb0bdcd34bfa446e7416ff930453c0,1077231643994763
0x3eaf3ebc49555c705c34ec1ffe77404bdb7383b388476c36538b92b7b1b806c9,1050356983891685
0x880cb2b03f4158dc927fe6058c5b968636932d49fa1d2896a86bd849456455c7,1024248830059790
0xe2789cdac410113f017fa684bf08fbacd0877612d84464ae6e8474b56e5f21da,1015671822115664
0x8dd8b23892be142c2ec4b7e1427584c97403e570cde4e6d9a81d2b220c884af5,1015042156096425
